sensor_id,timestamp,latitude,longitude,state,time_remaining
TL-1,2026-05-21T14:56:05.806135,50.45263061102719,30.516137151873416,yellow,15
TL-1,2026-05-21T14:56:35.806135,50.45263061102719,30.516137151873416,red,8
TL-1,2026-05-21T14:57:05.806135,50.45263061102719,30.516137151873416,green,14
TL-1,2026-05-21T14:57:35.806135,50.45263061102719,30.516137151873416,yellow,17
TL-1,2026-05-21T14:58:05.806135,50.45263061102719,30.516137151873416,red,20
TL-1,2026-05-21T14:58:35.806135,50.45263061102719,30.516137151873416,green,16
TL-1,2026-05-21T14:59:05.806135,50.45263061102719,30.516137151873416,yellow,25
TL-1,2026-05-21T14:59:35.806135,50.45263061102719,30.516137151873416,red,20
TL-1,2026-05-21T15:00:05.806135,50.45263061102719,30.516137151873416,green,29
TL-1,2026-05-21T15:00:35.806135,50.45263061102719,30.516137151873416,yellow,22
TL-2,2026-05-21T14:56:05.806135,50.4505445936712,30.51526683134434,yellow,2
TL-2,2026-05-21T14:56:35.806135,50.4505445936712,30.51526683134434,red,25
TL-2,2026-05-21T14:57:05.806135,50.4505445936712,30.51526683134434,green,18
TL-2,2026-05-21T14:57:35.806135,50.4505445936712,30.51526683134434,yellow,20
TL-2,2026-05-21T14:58:05.806135,50.4505445936712,30.51526683134434,red,13
TL-2,2026-05-21T14:58:35.806135,50.4505445936712,30.51526683134434,green,24
TL-2,2026-05-21T14:59:05.806135,50.4505445936712,30.51526683134434,yellow,17
TL-2,2026-05-21T14:59:35.806135,50.4505445936712,30.51526683134434,red,4
TL-2,2026-05-21T15:00:05.806135,50.4505445936712,30.51526683134434,green,11
TL-2,2026-05-21T15:00:35.806135,50.4505445936712,30.51526683134434,yellow,6
TL-3,2026-05-21T14:56:05.806135,50.448843769521176,30.515433992900938,yellow,26
TL-3,2026-05-21T14:56:35.806135,50.448843769521176,30.515433992900938,red,21
TL-3,2026-05-21T14:57:05.806135,50.448843769521176,30.515433992900938,green,7
TL-3,2026-05-21T14:57:35.806135,50.448843769521176,30.515433992900938,yellow,13
TL-3,2026-05-21T14:58:05.806135,50.448843769521176,30.515433992900938,red,5
TL-3,2026-05-21T14:58:35.806135,50.448843769521176,30.515433992900938,green,6
TL-3,2026-05-21T14:59:05.806135,50.448843769521176,30.515433992900938,yellow,5
TL-3,2026-05-21T14:59:35.806135,50.448843769521176,30.515433992900938,red,27
TL-3,2026-05-21T15:00:05.806135,50.448843769521176,30.515433992900938,green,22
TL-3,2026-05-21T15:00:35.806135,50.448843769521176,30.515433992900938,yellow,17
TL-4,2026-05-21T14:56:05.806135,50.44829852498907,30.51871360071455,red,20
TL-4,2026-05-21T14:56:35.806135,50.44829852498907,30.51871360071455,green,8
TL-4,2026-05-21T14:57:05.806135,50.44829852498907,30.51871360071455,yellow,22
TL-4,2026-05-21T14:57:35.806135,50.44829852498907,30.51871360071455,red,10
TL-4,2026-05-21T14:58:05.806135,50.44829852498907,30.51871360071455,green,18
TL-4,2026-05-21T14:58:35.806135,50.44829852498907,30.51871360071455,yellow,13
TL-4,2026-05-21T14:59:05.806135,50.44829852498907,30.51871360071455,red,6
TL-4,2026-05-21T14:59:35.806135,50.44829852498907,30.51871360071455,green,18
TL-4,2026-05-21T15:00:05.806135,50.44829852498907,30.51871360071455,yellow,3
TL-4,2026-05-21T15:00:35.806135,50.44829852498907,30.51871360071455,red,6
TL-5,2026-05-21T14:56:05.806135,50.447753280456965,30.52199320852816,yellow,13
TL-5,2026-05-21T14:56:35.806135,50.447753280456965,30.52199320852816,red,13
TL-5,2026-05-21T14:57:05.806135,50.447753280456965,30.52199320852816,green,5
TL-5,2026-05-21T14:57:35.806135,50.447753280456965,30.52199320852816,yellow,2
TL-5,2026-05-21T14:58:05.806135,50.447753280456965,30.52199320852816,red,27
TL-5,2026-05-21T14:58:35.806135,50.447753280456965,30.52199320852816,green,4
TL-5,2026-05-21T14:59:05.806135,50.447753280456965,30.52199320852816,yellow,18
TL-5,2026-05-21T14:59:35.806135,50.447753280456965,30.52199320852816,red,5
TL-5,2026-05-21T15:00:05.806135,50.447753280456965,30.52199320852816,green,19
TL-5,2026-05-21T15:00:35.806135,50.447753280456965,30.52199320852816,yellow,4
